carat,cut,color,clarity,depth,table,price,x,y,z
1.12,Very Good,H,SI2,62.4,55,4538,6.63,6.68,4.15
0.33,Premium,I,SI1,61.4,58,572,4.5,4.46,2.75
0.81,Premium,E,SI1,60.8,59,3270,5.95,5.99,3.63
0.71,Ideal,E,VS1,59.7,57,3272,5.84,5.86,3.49
1.0,Ideal,D,SI1,60.2,57,4774,6.48,6.54,3.92
1.09,Ideal,E,SI2,61.9,55,5035,6.6,6.64,4.1
0.9,Very Good,F,SI1,62.5,62,3950,6.08,6.11,3.81
0.82,Ideal,F,SI2,62.4,54,2824,6.02,5.97,3.74
1.0,Premium,G,SI1,61.9,62,5154,6.22,6.18,3.84
0.27,Very Good,F,VVS2,62.3,59,591,4.14,4.18,2.59
0.82,Ideal,E,SI1,61.8,58,3622,5.99,6.05,3.72
1.04,Premium,I,SI1,61.8,60,4368,6.51,6.47,4.01
0.72,Ideal,E,VS2,61.5,56,3601,5.77,5.81,3.56
1.01,Ideal,H,SI1,62.3,55,4977,6.43,6.37,3.99
0.9,Premium,D,VS2,61.6,62,4717,6.12,6.09,3.76
0.9,Premium,I,VS2,59.8,61,3431,6.22,6.13,3.69
0.81,Ideal,E,SI2,62.1,57,3050,5.97,5.91,3.69
0.99,Very Good,E,SI2,61.8,59,4780,6.3,6.33,3.9
0.32,Ideal,G,VS2,60.3,57,561,4.43,4.46,2.68
1.07,Premium,E,SI2,61.3,59,5033,6.64,6.58,4.05
1.11,Very Good,E,SI2,61.7,63,4177,6.65,6.54,4.07
1.01,Premium,G,SI2,59.1,59,4242,6.55,6.51,3.86
0.79,Very Good,F,SI1,62.9,57,3519,5.86,5.94,3.71
1.01,Good,I,SI1,63.6,55,3959,6.39,6.31,4.04
0.94,Good,I,SI2,63.8,60,3079,6.21,6.14,3.94
0.9,Good,G,VS1,63.7,56,4540,6.07,6.15,3.89
0.8,Very Good,G,VVS2,62.5,56,4002,5.95,5.98,3.73
1.0,Ideal,F,SI2,61.1,54,3674,6.51,6.47,3.97
1.28,Very Good,J,SI1,63.4,59,4967,6.89,6.84,4.35
1.1,Premium,J,SI2,59.6,59,3726,6.74,6.72,4.01
1.13,Premium,I,SI1,61.7,58,4113,6.66,6.62,4.1
1.12,Ideal,G,SI2,62.2,55,4955,6.68,6.64,4.14
1.2,Premium,J,SI2,61.8,56,4177,6.85,6.81,4.22
1.0,Good,H,SI1,63.7,60,4702,6.3,6.33,4.02
1.02,Very Good,H,VS2,60.0,63,4604,6.54,6.49,3.91
0.26,Very Good,F,VVS2,59.2,60,554,4.19,4.22,2.49
0.79,Ideal,E,SI1,60.3,56,3171,5.99,6.05,3.63
1.09,Premium,G,SI2,60.7,57,4047,6.72,6.62,4.06
1.01,Ideal,I,SI1,62.5,56,4413,6.4,6.44,4.01
0.76,Ideal,E,SI1,61.7,57,2814,5.88,5.85,3.62
0.91,Very Good,F,SI2,61.6,59,3653,6.14,6.24,3.81
0.7,Ideal,D,VS1,62.3,55,3840,5.64,5.68,3.53
1.13,Ideal,I,SI2,61.7,57,4307,6.59,6.7,4.13
1.03,Premium,H,SI2,62.1,59,4038,6.47,6.42,4.0
1.25,Premium,J,SI1,62.0,58,5166,6.9,6.88,4.27
1.01,Premium,E,SI1,61.7,56,4330,6.44,6.39,3.96
1.02,Premium,F,SI2,62.0,59,4238,6.42,6.33,3.95
1.01,Ideal,E,SI2,62.2,54,4751,6.43,6.39,3.99
1.02,Premium,G,SI1,63.0,55,4718,6.45,6.4,4.05
0.76,Ideal,E,SI1,61.5,56,3003,5.89,5.91,3.63
1.04,Very Good,J,SI2,63.2,59,3924,6.35,6.39,4.03
0.71,Ideal,F,SI1,62.5,55,2788,5.71,5.65,3.55
0.53,Ideal,F,VVS1,61.4,57,2860,5.23,5.2,3.2
1.2,Premium,I,VS2,62.3,57,4844,6.79,6.74,4.22
0.81,Premium,G,VS1,62.1,58,3311,5.96,5.92,3.69
1.2,Good,I,SI1,63.9,56,5211,6.62,6.69,4.25
0.81,Very Good,E,SI2,62.4,57,2894,5.91,5.99,3.71
0.92,Good,I,VS1,60.9,63,3723,6.27,6.34,3.84
0.91,Very Good,H,VS2,63.5,57,4012,6.12,6.16,3.9
0.9,Very Good,H,VS2,62.0,57,4155,6.1,6.16,3.8
1.06,Ideal,I,SI2,62.7,58,4591,6.48,6.5,4.07
0.74,Ideal,E,VS1,62.2,55,3888,5.79,5.82,3.61
1.0,Very Good,J,SI2,62.8,63,3293,6.26,6.19,3.19
1.02,Premium,G,SI2,62.5,59,4291,6.37,6.42,4.0
0.31,Very Good,G,VS1,58.2,61,583,4.42,4.45,2.58
1.0,Very Good,F,SI2,63.3,58,4269,6.26,6.29,3.97
1.01,Premium,H,SI2,59.9,59,4242,6.55,6.48,3.9
1.06,Ideal,H,SI2,62.8,57,4402,6.52,6.56,4.11
1.0,Premium,H,SI1,62.7,58,4724,6.41,6.32,3.99
0.9,Premium,D,SI1,62.2,60,3013,6.08,6.05,3.77
0.9,Good,D,SI1,62.4,63,3880,6.04,6.13,3.8
1.2,Premium,H,SI2,62.3,58,5280,6.76,6.81,4.23
0.57,Very Good,D,VVS1,62.8,56,3126,5.27,5.31,3.32
0.78,Ideal,E,SI2,61.0,56,3053,5.92,5.98,3.63
0.9,Very Good,G,SI2,60.1,60,3114,6.22,6.32,3.77
1.12,Premium,H,SI2,62.0,57,4641,6.68,6.61,4.12
1.01,Ideal,G,SI2,61.5,57,4783,6.43,6.45,3.96
0.9,Fair,F,SI2,65.7,59,2964,6.03,5.99,3.95
0.34,Premium,G,VS2,61.1,60,596,4.51,4.53,2.76
0.79,Very Good,E,VVS1,62.8,60,4570,5.8,5.89,3.67
0.82,Ideal,D,SI1,61.9,56,4113,5.99,6.02,3.72
1.03,Ideal,H,SI1,62.4,56,4800,6.45,6.5,4.04
1.01,Very Good,D,SI2,60.8,61,4260,6.45,6.5,3.94
1.06,Ideal,J,VS2,62.4,54,4643,6.51,6.57,4.08
1.09,Very Good,E,SI2,63.1,58,3418,6.51,6.46,4.09
1.15,Very Good,E,SI2,60.0,59,5257,6.78,6.82,4.08
0.31,Ideal,H,VS2,61.6,55,595,4.34,4.38,2.69
1.0,Ideal,D,SI2,61.5,56,4956,6.45,6.41,3.95
0.78,Very Good,G,VS2,61.3,60,3012,5.89,5.96,3.63
0.73,Ideal,D,VS2,61.8,54,3319,5.89,5.92,3.65
0.77,Ideal,F,VS1,60.9,58,3655,5.91,5.95,3.61
0.72,Ideal,H,VVS1,60.8,58,3180,5.77,5.8,3.52
0.9,Ideal,I,SI2,62.8,55,3104,6.19,6.14,3.87
0.91,Very Good,J,VS2,62.6,55,3299,6.17,6.19,3.87
0.9,Premium,H,VS2,60.6,60,4044,6.24,6.3,3.8
0.64,Very Good,E,VVS2,61.8,59,3541,5.51,5.53,3.41
1.0,Good,I,SI1,62.9,64,3920,6.27,6.23,3.93
0.34,Premium,J,VS1,61.7,58,574,4.47,4.41,2.74
1.02,Premium,G,SI1,58.9,59,5226,6.59,6.55,3.87
1.31,Premium,J,SI1,60.7,58,4475,7.11,7.06,4.3
0.94,Ideal,D,SI2,62.2,56,5155,6.24,6.27,3.89
0.96,Premium,G,SI1,62.0,57,3355,6.34,6.31,3.92
0.7,Fair,F,VS2,65.3,55,2762,5.63,5.58,3.66
0.91,Premium,I,SI2,62.0,59,2913,6.18,6.23,3.85
1.16,Ideal,G,SI2,61.6,55,5078,6.78,6.8,4.18
0.61,Ideal,E,VVS2,60.8,56,3056,5.5,5.47,3.34
0.72,Ideal,I,VS1,62.4,55,2868,5.72,5.75,3.58
0.92,Very Good,F,SI1,62.7,57,4037,6.14,6.2,3.87
1.0,Very Good,G,SI1,62.6,59,4844,6.29,6.33,3.95
0.71,Ideal,F,VVS1,61.8,56,3880,5.72,5.74,3.54
0.91,Ideal,G,VS2,61.4,57,5023,6.23,6.28,3.84
0.9,Premium,I,SI1,63.0,60,3377,6.08,5.99,3.8
0.7,Premium,F,VS2,61.7,58,2838,5.69,5.63,3.49
0.76,Good,G,VS1,60.3,61,3121,5.86,5.9,3.55
0.91,Very Good,D,SI2,62.3,57,3848,6.14,6.22,3.85
1.03,Very Good,D,SI2,61.8,60,4478,6.42,6.45,3.98
1.01,Good,E,SI1,63.8,60,4179,6.31,6.36,4.04
1.21,Premium,I,SI2,62.3,59,4686,6.82,6.77,4.23
1.01,Premium,E,SI2,60.4,60,4878,6.49,6.46,3.91
0.91,Ideal,E,SI1,61.9,55,4623,6.18,6.22,3.84
1.03,Ideal,I,VS1,61.3,53,5181,6.54,6.57,4.01
1.01,Premium,H,SI2,62.8,61,3959,6.33,6.25,3.95
0.9,Very Good,E,SI2,59.5,61,3139,6.24,6.3,3.73
0.35,Ideal,H,VS2,61.2,56,571,4.54,4.55,2.78
0.8,Ideal,E,SI2,60.8,56,2939,6.02,6.01,3.66
0.31,Very Good,I,VS2,59.3,59,406,4.38,4.42,2.61
0.71,Ideal,E,VS1,62.3,56,3198,5.66,5.7,3.54
0.34,Good,E,SI1,63.5,55,556,4.44,4.47,2.83
1.21,Ideal,F,I1,62.0,56,4377,6.84,6.8,4.23
0.81,Ideal,G,SI2,62.2,57,2894,5.96,6.0,3.72
0.71,Premium,D,SI1,59.7,59,2863,5.82,5.8,3.47
0.27,Ideal,F,VVS2,60.0,62,583,4.21,4.22,2.53
1.0,Premium,G,I1,62.5,62,2984,6.42,6.35,3.99
1.02,Good,F,SI1,63.5,57,4594,6.35,6.4,4.05
1.06,Premium,G,SI2,61.1,62,4238,6.61,6.55,4.02
0.31,Ideal,D,SI2,62.9,54,593,4.35,4.3,2.72
0.9,Very Good,E,VS2,62.8,57,4419,6.13,6.16,3.86
1.12,Premium,F,SI2,62.4,59,3723,6.6,6.54,4.1
1.01,Very Good,D,SI2,63.4,57,4472,6.4,6.31,4.03
0.99,Very Good,D,SI2,62.5,57,4993,6.3,6.34,3.95
0.9,Very Good,I,SI1,60.6,56,3730,6.23,6.28,3.79
1.0,Good,H,SI2,63.8,55,3640,6.28,6.24,4.0
0.81,Very Good,G,VS1,63.1,58,3507,5.92,5.96,3.75
0.9,Very Good,H,VS2,62.6,57,4662,6.11,6.09,3.82
0.7,Ideal,E,VVS2,62.8,56,3238,5.68,5.6,3.54
1.18,Very Good,J,SI2,63.5,57,4294,6.68,6.74,4.26
1.03,Fair,G,SI2,65.7,59,2942,6.3,6.24,4.12
0.7,Very Good,F,VVS2,62.6,59,2940,5.6,5.64,3.52
0.75,Ideal,E,SI1,60.8,56,3045,5.91,5.89,3.59
0.9,Ideal,E,VS2,62.3,57,4788,6.19,6.17,3.85
0.7,Ideal,F,VS1,61.6,54,2839,5.75,5.72,3.53
0.9,Very Good,G,VS2,61.9,56,4269,6.17,6.23,3.84
1.04,Ideal,I,SI1,61.7,57,4344,6.49,6.54,4.02
0.71,Premium,D,VVS1,59.2,59,4234,5.88,5.84,3.47
0.91,Good,D,SI2,64.1,62,3349,6.06,6.01,3.87
1.02,Premium,G,SI2,62.3,58,3892,6.41,6.38,4.0
0.81,Very Good,E,SI1,60.3,60,2797,6.07,6.1,3.67
0.92,Ideal,H,SI1,60.5,57,4325,6.27,6.32,3.81
1.02,Good,J,SI2,63.1,58,3298,6.34,6.38,4.01
0.64,Ideal,F,VVS2,61.0,56,3336,5.55,5.59,3.4
1.0,Ideal,E,SI1,62.6,56,4480,6.37,6.29,3.96
1.01,Premium,H,SI1,63.0,60,4642,6.36,6.33,4.0
1.34,Premium,G,SI2,60.1,61,4953,7.11,7.06,4.26
0.85,Ideal,G,SI1,61.6,55,3023,6.09,6.11,3.76
0.8,Premium,E,SI1,62.9,60,3091,5.89,5.87,3.7
0.32,Very Good,G,VS2,62.0,59,561,4.37,4.41,2.72
0.71,Ideal,I,VVS2,60.2,56,2817,5.84,5.89,3.53
0.31,Ideal,G,SI1,61.6,55,563,4.34,4.37,2.68
1.01,Very Good,H,SI1,61.9,59,5026,6.4,6.43,3.97
0.97,Premium,F,SI1,62.7,59,4481,6.31,6.28,3.95
0.76,Ideal,F,VS1,61.6,56,3446,5.87,5.91,3.63
0.3,Ideal,J,VVS2,62.0,54,413,4.3,4.34,2.68
0.71,Ideal,D,SI1,62.4,57,2812,5.69,5.72,3.56
1.03,Ideal,G,SI1,60.3,58,5143,6.57,6.62,3.98
0.9,Ideal,I,VS2,61.3,56,3805,6.24,6.2,3.81
0.9,Premium,F,SI1,63.0,60,4158,6.13,6.09,3.85
0.7,Very Good,E,VS2,58.9,60,2845,5.83,5.85,3.44
0.9,Very Good,F,SI2,62.6,56,3368,6.13,6.17,3.85
0.31,Premium,H,VS2,58.9,61,586,4.46,4.43,2.62
0.73,Ideal,G,VS1,61.5,56,3270,5.8,5.77,3.56
0.31,Good,D,SI1,63.4,55,571,4.28,4.3,2.72
0.91,Very Good,G,SI1,62.8,56,4922,6.16,6.2,3.88
1.02,Very Good,F,SI1,63.5,57,4678,6.4,6.35,4.05
1.23,Ideal,G,SI2,61.6,55,3788,6.91,6.88,4.25
0.77,Ideal,D,SI1,62.6,57,2898,5.92,5.81,3.67
1.01,Premium,J,SI2,62.5,62,3563,6.41,6.36,3.99
0.91,Fair,H,SI1,64.4,60,3180,6.1,6.07,3.92
0.76,Very Good,F,VS2,62.0,58,2873,5.8,5.86,3.62
0.78,Very Good,E,VS1,60.9,57,3420,5.94,5.88,3.59
0.27,Ideal,F,VS1,61.7,57,577,4.15,4.18,2.57
0.74,Very Good,D,VS2,59.8,58,3476,5.9,5.94,3.54
0.71,Ideal,F,VS2,61.2,56,2891,5.73,5.77,3.52
0.71,Ideal,G,SI1,61.4,56,3007,5.72,5.77,3.53
1.0,Very Good,E,SI2,59.6,59,4321,6.48,6.51,3.87
0.25,Ideal,G,IF,61.1,57,582,4.06,4.07,2.48
0.9,Premium,J,SI1,60.4,59,3141,6.27,6.24,3.78
1.04,Good,F,SI2,64.0,60,3581,6.38,6.33,4.07
1.0,Premium,D,SI1,62.3,60,4469,6.23,6.19,3.87
1.02,Very Good,H,VS2,63.3,60,5255,6.42,6.38,4.05
1.16,Premium,H,SI2,62.1,58,3573,6.72,6.65,4.15
0.72,Premium,E,SI1,62.1,58,2857,5.76,5.73,3.57
0.8,Ideal,F,VS2,61.2,58,3713,5.99,6.03,3.68
1.0,Good,E,SI2,63.7,61,3819,6.27,6.32,4.01
0.74,Ideal,H,VVS1,61.1,56,3804,5.84,5.91,3.59
0.9,Good,H,SI2,63.4,60,3160,6.03,6.08,3.84
0.94,Ideal,D,SI1,62.3,57,4575,6.24,6.29,3.9
1.0,Good,I,VS2,59.7,64,4155,6.51,6.45,3.87
0.9,Fair,D,SI1,63.8,61,4252,6.07,5.99,3.85
1.01,Premium,F,SI2,61.7,58,3846,6.46,6.41,3.97
0.9,Premium,F,SI2,58.9,59,3803,6.31,6.26,3.7
1.19,Premium,I,VS2,59.3,59,4591,6.98,6.88,4.11
0.9,Premium,F,SI2,61.4,62,3704,6.2,6.11,3.78
1.05,Ideal,H,SI1,61.1,56,5200,6.52,6.58,4.0
1.01,Very Good,H,SI1,61.8,61,4432,6.4,6.47,3.98
0.71,Premium,D,SI1,61.0,61,2863,5.82,5.75,3.53
0.73,Ideal,F,VS1,61.4,55,3493,5.81,5.84,3.57
0.9,Premium,H,VS2,62.1,58,3989,6.16,6.2,3.84
1.24,Very Good,J,SI1,61.6,60,5045,6.89,6.95,4.26
1.0,Fair,D,SI1,65.9,54,4704,6.24,6.2,4.1
1.12,Good,G,SI2,56.7,62,4158,6.91,6.86,3.9
0.76,Ideal,E,SI1,62.4,57,3087,5.83,5.87,3.65
0.9,Very Good,E,SI2,63.4,56,3187,6.15,5.99,3.85
0.32,Premium,H,SI1,63.0,59,591,4.37,4.33,2.74
1.01,Good,G,SI2,62.4,60,4150,6.32,6.38,3.96
1.01,Fair,D,SI1,66.9,54,4751,6.25,6.21,4.17
1.0,Good,E,SI1,59.3,61,4916,6.42,6.53,3.84
1.08,Premium,H,SI1,62.6,58,5171,6.56,6.53,4.1
1.01,Fair,D,SI1,64.6,60,4751,6.12,6.08,3.94
0.7,Very Good,E,VS1,63.8,57,3177,5.61,5.65,3.59
1.01,Premium,F,SI2,61.9,58,4676,6.39,6.34,3.94
0.31,Premium,H,SI1,61.7,59,558,4.39,4.36,2.7
1.08,Premium,I,VS1,62.5,57,4877,6.54,6.51,4.08
0.3,Ideal,F,VS2,62.6,54,567,4.3,4.33,2.7
0.71,Ideal,D,VS1,60.4,60,3576,5.77,5.82,3.5
0.91,Good,F,SI1,58.0,57,4067,6.36,6.47,3.72
1.05,Premium,G,SI2,60.1,60,3828,6.58,6.66,3.98
0.9,Very Good,D,SI1,61.5,58,4381,6.15,6.21,3.8
1.1,Ideal,I,SI1,60.8,61,4868,6.63,6.7,4.05
0.71,Very Good,G,VVS2,61.2,58,3113,5.68,5.72,3.49
0.74,Ideal,G,VS1,60.9,55,3635,5.84,5.91,3.58
1.07,Ideal,J,SI1,61.5,55,5281,6.58,6.62,4.06
0.7,Ideal,G,VS1,61.4,57,3034,5.7,5.73,3.51
1.01,Good,F,SI1,60.5,64,4989,6.48,6.45,3.91
1.04,Premium,D,SI2,61.6,58,4811,6.52,6.46,4.0
0.3,Ideal,H,VVS2,60.8,58,590,4.33,4.38,2.65
1.01,Premium,E,SI2,62.6,59,4666,6.36,6.39,3.99
0.31,Ideal,F,VS2,61.3,55,591,4.35,4.39,2.68
1.02,Ideal,E,SI1,61.1,56,4591,6.45,6.51,3.96
0.79,Ideal,G,SI1,61.1,57,2898,5.98,5.93,3.64
0.31,Ideal,G,SI1,63.0,56,593,4.34,4.3,2.72
0.72,Ideal,F,VVS1,60.8,56,5006,5.81,5.83,3.54
1.21,Very Good,I,SI2,59.9,58,4791,6.91,6.94,4.15
1.02,Fair,I,SI2,66.2,57,3290,6.34,6.26,4.17
0.9,Very Good,G,SI1,63.2,59,3669,6.1,6.05,3.84
1.14,Very Good,F,SI2,59.2,63,5033,6.78,6.86,4.04
1.3,Premium,J,SI1,61.5,58,5176,7.02,6.97,4.3
1.25,Fair,H,SI2,64.4,58,3990,6.82,6.71,4.36
0.77,Premium,E,SI1,61.7,58,2988,5.86,5.9,3.63
1.3,Very Good,J,SI2,61.1,61,5047,6.95,7.0,4.26
0.79,Ideal,D,VS2,61.3,57,3818,5.95,6.0,3.66
1.09,Premium,H,SI1,62.4,59,5219,6.53,6.48,4.06
0.92,Premium,H,SI1,59.2,60,2968,6.4,6.35,3.76
0.97,Good,H,SI1,62.1,60,4020,6.24,6.29,3.89
1.2,Premium,J,VS1,59.1,61,5107,7.0,6.94,4.12
1.2,Ideal,J,SI1,62.1,55,5002,6.81,6.84,4.24
0.31,Ideal,F,VS2,60.8,57,583,4.38,4.41,2.67
0.73,Very Good,F,VS2,62.5,57,2855,5.7,5.75,3.58
1.2,Premium,H,SI2,60.8,59,4301,6.8,6.75,4.12
0.91,Good,H,SI1,63.9,60,3425,6.13,6.08,3.9
0.77,Very Good,G,VS2,58.3,63,2896,6.0,6.05,3.51
0.9,Premium,D,SI2,62.5,59,3312,6.18,6.13,3.85
0.9,Very Good,I,VS2,59.3,59,3992,6.27,6.3,3.73
0.91,Ideal,F,SI2,61.7,56,4642,6.21,6.24,3.84
0.33,Very Good,E,SI1,63.0,54,579,4.38,4.42,2.77
1.0,Very Good,H,SI1,63.4,56,4469,6.37,6.34,4.03
0.3,Very Good,G,SI1,60.1,58,413,4.31,4.34,2.6
0.91,Very Good,E,SI2,63.8,60,3751,6.05,6.09,3.87
0.7,Very Good,F,VVS1,60.6,60,3536,5.67,5.7,3.45
1.25,Ideal,I,VS2,60.0,57,4795,7.07,7.02,4.23
0.26,Very Good,E,VVS2,60.8,61,564,4.12,4.13,2.51
1.02,Premium,H,SI1,61.1,58,5084,6.51,6.46,3.96
0.9,Premium,I,SI2,60.6,60,2948,6.28,6.23,3.79
0.7,Ideal,G,VVS2,60.3,57,3191,5.75,5.83,3.49
1.03,Premium,H,SI1,62.2,60,4843,6.4,6.43,3.99
0.76,Premium,H,VVS2,59.6,57,2792,5.91,5.86,3.51
1.01,Premium,J,SI2,63.0,60,3421,6.38,6.31,4.0
1.0,Premium,J,VS2,62.0,62,3685,6.42,6.35,3.96
1.01,Premium,E,SI1,62.4,58,4399,6.37,6.42,3.99
1.01,Very Good,H,SI1,62.5,58,4306,6.35,6.38,3.98
1.04,Ideal,H,SI2,61.1,56,4368,6.66,6.6,4.05
0.94,Ideal,E,SI2,60.9,57,4366,6.34,6.36,3.87
0.92,Premium,E,SI1,59.8,59,4562,6.33,6.37,3.8
0.93,Ideal,F,SI2,62.0,57,3266,6.31,6.28,3.9
1.07,Ideal,E,SI1,60.4,57,4973,6.62,6.56,3.98
0.82,Very Good,H,SI1,60.7,56,2836,6.04,6.06,3.67
1.08,Ideal,I,SI1,61.4,57,4476,6.67,6.62,4.08
1.14,Premium,H,SI1,59.2,58,4980,6.86,6.8,4.04
0.74,Ideal,F,IF,61.9,55,4383,5.79,5.84,3.6
0.7,Very Good,E,VS2,61.8,59,2845,5.65,5.68,3.5
1.04,Premium,G,SI1,60.6,61,4742,6.63,6.59,4.0
1.11,Premium,F,SI1,60.4,58,4699,6.68,6.66,4.03
0.7,Very Good,E,VS1,63.4,56,3107,5.6,5.63,3.56
1.01,Very Good,E,SI2,59.5,59,4666,6.54,6.58,3.9
1.14,Premium,I,SI1,59.1,58,4788,6.83,6.81,4.03
0.75,Ideal,D,VS2,62.4,55,3456,5.83,5.8,3.63
0.9,Good,G,VS2,64.9,61,4124,5.91,5.99,3.86
0.93,Ideal,E,SI2,62.1,55,3990,6.27,6.29,3.9
1.0,Premium,G,SI2,61.8,58,3808,6.44,6.4,3.97
0.75,Premium,D,SI1,58.9,60,3105,5.99,5.97,3.52
1.01,Good,D,SI2,63.9,57,4588,6.29,6.36,4.04
0.79,Good,E,SI1,64.1,54,2849,5.86,5.84,3.75
0.71,Ideal,F,VVS1,62.0,56,4454,5.72,5.77,3.56
0.8,Good,F,SI1,63.8,59,2941,5.83,5.87,3.73
0.71,Premium,E,VVS1,62.5,57,3831,5.67,5.62,3.53
0.9,Ideal,F,SI1,62.2,55,4390,6.16,6.21,3.85
1.14,Very Good,I,SI1,63.5,56,4788,6.62,6.58,4.19
1.02,Ideal,H,SI2,60.5,57,4375,6.56,6.52,3.95
1.01,Premium,G,SI2,61.0,58,4327,6.48,6.43,3.94
0.71,Ideal,F,VS1,61.5,56,3710,5.72,5.75,3.52
0.9,Very Good,F,VS2,63.2,59,4715,6.08,6.04,3.83
1.11,Premium,I,I1,61.8,59,3183,6.65,6.58,4.09
1.12,Ideal,G,SI2,62.4,56,4712,6.63,6.67,4.15
1.07,Premium,H,VS1,60.5,61,4494,6.67,6.59,4.01
0.9,Good,I,IF,63.7,64,3669,6.07,6.02,3.85
0.91,Premium,G,VS1,60.9,54,4510,6.38,6.27,3.85
0.9,Ideal,H,VS2,59.9,57,4584,6.27,6.31,3.77
0.77,Ideal,H,SI1,62.4,56,2875,5.84,5.9,3.66
0.72,Ideal,G,VS2,61.7,56,3012,5.74,5.78,3.55
1.01,Premium,H,SI1,60.7,58,4771,6.49,6.45,3.93
0.71,Very Good,E,VS1,63.7,58,3009,5.63,5.68,3.6
0.97,Premium,G,SI2,61.3,57,4101,6.37,6.32,3.89
1.01,Very Good,G,SI2,59.3,61,4435,6.56,6.52,3.88
0.9,Good,E,SI1,63.9,57,4463,6.05,6.1,3.88
0.32,Good,H,VS1,63.1,57,561,4.34,4.37,2.75
1.02,Good,D,SI1,64.3,54,4558,6.32,6.27,4.05
1.01,Very Good,D,SI2,60.1,60,4690,6.41,6.47,3.87
0.9,Good,F,SI2,65.9,60,3465,5.98,6.01,3.95
1.01,Premium,E,SI1,62.4,58,4480,6.42,6.37,3.99
1.0,Premium,E,SI2,61.1,58,4704,6.48,6.44,3.95
1.13,Ideal,H,I1,62.2,55,3678,6.65,6.69,4.15
1.01,Premium,H,SI2,62.0,60,3507,6.39,6.25,3.92
0.31,Ideal,I,VVS1,61.3,56,557,4.36,4.38,2.68
1.0,Good,F,SI2,56.7,60,3858,6.62,6.58,3.74
0.9,Ideal,G,SI1,61.9,55,4161,6.18,6.23,3.84
1.0,Premium,F,SI2,60.4,58,3858,6.47,6.44,3.9
1.01,Very Good,E,SI1,58.6,58,4766,6.52,6.58,3.84
0.93,Premium,G,VS2,62.2,59,4834,6.21,6.26,3.88
0.91,Good,E,SI1,64.0,61,3973,6.01,6.06,3.86
0.7,Premium,G,VVS2,61.8,58,2874,5.67,5.63,3.49
1.07,Ideal,I,VS2,61.1,57,4319,6.66,6.6,4.05
1.06,Ideal,G,SI2,62.1,58,4987,6.49,6.53,4.04
0.9,Very Good,F,SI2,61.1,54,3519,6.27,6.29,3.84
1.01,Ideal,J,SI2,61.6,55,3732,6.45,6.5,3.99
1.0,Very Good,F,SI1,63.1,57,4704,6.37,6.33,4.01
1.15,Ideal,J,SI1,61.8,57,4347,6.73,6.67,4.14
1.08,Premium,F,SI2,59.9,58,3931,6.75,6.66,4.01
0.9,Good,F,SI1,63.9,59,3992,6.09,6.06,3.88
1.01,Very Good,H,SI1,62.6,61,4622,6.36,6.39,3.99
1.39,Very Good,I,I1,62.6,57,3914,7.1,7.15,4.46
1.03,Premium,F,SI2,61.4,57,4586,6.6,6.53,4.03
1.01,Very Good,G,SI1,63.4,58,5051,6.29,6.4,4.02
1.32,Premium,I,VS1,62.4,58,4719,7.01,6.96,4.36
0.7,Ideal,F,VS1,61.5,55,3261,5.73,5.75,3.53
1.0,Good,H,SI1,61.0,61,4510,6.36,6.42,3.9
0.63,Ideal,F,VVS2,61.9,57,2835,5.47,5.51,3.4
1.01,Premium,I,SI2,61.5,62,3360,6.41,6.37,3.93
1.01,Very Good,J,SI1,62.9,57,3499,6.35,6.37,4.0
0.9,Good,G,SI1,63.7,60,3734,6.07,6.11,3.88
0.74,Ideal,I,VS1,61.1,57,2947,5.83,5.86,3.57
1.03,Very Good,G,SI2,59.2,63,4473,6.55,6.6,3.89
1.01,Very Good,J,SI1,62.8,57,3998,6.37,6.41,4.01
0.31,Premium,I,SI1,62.3,59,408,4.29,4.32,2.68
0.83,Very Good,H,SI1,62.5,59,2800,5.95,6.02,3.74
0.32,Premium,I,VVS2,60.7,59,561,4.4,4.43,2.68
1.0,Good,E,SI2,62.1,61,4307,6.36,6.4,3.96
0.91,Very Good,G,SI1,63.6,57,3961,6.09,6.12,3.88
0.32,Premium,G,VS2,62.0,58,561,4.33,4.38,2.7
0.9,Very Good,D,SI1,62.5,59,4466,6.13,6.19,3.85
1.01,Fair,G,SI1,66.1,56,3671,6.26,6.2,4.12
0.78,Ideal,G,VS2,62.0,57,3590,5.9,5.86,3.65
0.79,Ideal,I,VVS2,61.7,56,4092,5.94,5.95,3.67
0.96,Ideal,I,VS2,59.8,57,3462,6.42,6.39,3.83
0.79,Ideal,G,SI1,62.3,57,2898,5.9,5.85,3.66
1.21,Very Good,J,SI1,62.7,57,4312,6.72,6.77,4.23
1.18,Premium,G,SI2,61.4,58,5190,6.82,6.77,4.17
1.0,Ideal,H,I1,61.3,57,3136,6.44,6.41,3.94
1.09,Fair,H,SI1,64.4,60,5085,6.49,6.42,4.16
0.73,Ideal,E,VS2,61.6,56,3429,5.8,5.82,3.58
1.04,Premium,G,SI1,62.7,59,5223,6.47,6.41,4.04
0.9,Very Good,D,SI1,62.7,56,4381,6.12,6.16,3.85
1.06,Premium,G,SI1,62.7,56,5183,6.55,6.46,4.08
0.9,Very Good,F,VS2,61.7,57,4493,6.17,6.21,3.82
0.86,Ideal,G,VS1,62.2,57,4420,6.05,6.1,3.78
0.77,Ideal,H,VVS2,61.3,56,3707,5.91,5.94,3.63
